,Learning rate,Nb. Units,Nb. Layers,Dropout,MAE
263,0.001,40,1,0.3,0.3992005628960047
264,0.001,40,2,0.0,0.44340072645932427
265,0.001,40,2,0.1,0.5181932933393304
266,0.001,40,2,0.2,0.42766418740608847
267,0.001,40,2,0.3,0.6267566981035895
268,0.001,40,3,0.0,0.47380258984084633
269,0.001,40,3,0.1,0.43294581920551395
270,0.001,40,3,0.2,0.6157885277061558
271,0.001,40,3,0.3,1.188449869997118
272,0.001,40,4,0.0,0.44341538482048676
273,0.001,40,4,0.1,0.8793739047969663
274,0.001,40,4,0.2,0.9634023633922421
275,0.001,40,4,0.3,0.9343751816524352
276,0.001,40,5,0.0,0.4734825384432502
277,0.001,40,5,0.1,1.0001171931096058
278,0.001,40,5,0.2,1.0135153090851219
279,0.001,40,5,0.3,1.3465997888614205
280,0.001,60,1,0.0,0.517672386492959
281,0.001,60,1,0.1,0.48735367119035544
282,0.001,60,1,0.2,0.6315313148820157
283,0.001,60,1,0.3,0.5020607918677585
284,0.001,60,2,0.0,0.46240603596342456
285,0.001,60,2,0.1,0.5071633670458014
286,0.001,60,2,0.2,0.705457674243748
287,0.001,60,2,0.3,0.7587516329758082
288,0.001,60,3,0.0,0.43724501499921076
289,0.001,60,3,0.1,0.8526241814987573
290,0.001,60,3,0.2,0.9429481610127429
291,0.001,60,3,0.3,1.2549653906379
292,0.001,60,4,0.0,0.45158532544472385
293,0.001,60,4,0.1,0.5611060742725218
294,0.001,60,4,0.2,0.9731734294448151
295,0.001,60,4,0.3,1.0630773750270688
296,0.001,60,5,0.0,0.4536107572057843
297,0.001,60,5,0.1,0.6239896351834279
298,0.001,60,5,0.2,0.8409814107206462
299,0.001,60,5,0.3,1.516544532935917
300,0.001,80,1,0.0,0.6514767187465514
301,0.001,80,1,0.1,0.45700873576228107
302,0.001,80,1,0.2,0.4614251377071227
303,0.001,80,1,0.3,0.44244079559798744
304,0.001,80,2,0.0,0.4644897940519451
305,0.001,80,2,0.1,0.43307008185450513
306,0.001,80,2,0.2,0.4987857614973187
307,0.001,80,2,0.3,0.7103939067751593
308,0.001,80,3,0.0,0.5177208782434037
309,0.001,80,3,0.1,0.6748173861278379
310,0.001,80,3,0.2,0.6592538728216288
311,0.001,80,3,0.3,1.1877702203716123
312,0.001,80,4,0.0,0.43102153728957676
313,0.001,80,4,0.1,0.48900281198156725
314,0.001,80,4,0.2,0.9571395620175341
315,0.001,80,4,0.3,1.5092350978408113
316,0.001,80,5,0.0,0.4521793258605258
317,0.001,80,5,0.1,0.6077323563405018
318,0.001,80,5,0.2,0.8870693310566883
319,0.001,80,5,0.3,1.4114002263443381
320,0.001,100,1,0.0,0.6412667499616742
321,0.001,100,1,0.1,0.4093297755860856
322,0.001,100,1,0.2,0.4388962084708468
323,0.001,100,1,0.3,0.386859868424918
324,0.001,100,2,0.0,0.48861150177474527
325,0.001,100,2,0.1,0.5039773913430741
326,0.001,100,2,0.2,0.6919532099580337
327,0.001,100,2,0.3,0.6130933683796864
328,0.001,100,3,0.0,0.49752495462617696
329,0.001,100,3,0.1,0.4210038770695668
330,0.001,100,3,0.2,1.1611280664273242
331,0.001,100,3,0.3,1.0898071154423694
332,0.001,100,4,0.0,0.4365329897600837
333,0.001,100,4,0.1,0.40775355028080085
334,0.001,100,4,0.2,0.9253624372720289
335,0.001,100,4,0.3,1.2439540796517896
336,0.001,100,5,0.0,0.41908378724434536
337,0.001,100,5,0.1,0.852090962728049
338,0.001,100,5,0.2,1.2745910969699703
339,0.001,100,5,0.3,1.1013115360309151
340,0.001,120,1,0.0,0.6373417438745073
341,0.001,120,1,0.1,0.47404689573215586
342,0.001,120,1,0.2,0.41487784914216824
343,0.001,120,1,0.3,0.503926367818926
344,0.001,120,2,0.0,0.49711464248857323
345,0.001,120,2,0.1,0.49299464982914065
346,0.001,120,2,0.2,0.4505380004904707
347,0.001,120,2,0.3,1.0790966699701972
348,0.001,120,3,0.0,0.46122320674823863
349,0.001,120,3,0.1,0.4370893703017489
350,0.001,120,3,0.2,0.48979419195375257
351,0.001,120,3,0.3,1.2716441684007216
352,0.001,120,4,0.0,0.6035664142901132
353,0.001,120,4,0.1,0.5679154217971648
354,0.001,120,4,0.2,0.6144731151846049
355,0.001,120,4,0.3,1.2075148039102126
356,0.001,120,5,0.0,0.49439219872266055
357,0.001,120,5,0.1,0.5958124918249247
358,0.001,120,5,0.2,0.7200003509650484
359,0.001,120,5,0.3,1.5182183062927634
360,0.0001,20,1,0.0,0.4842535719864283
361,0.0001,20,1,0.1,0.4237439934751392
362,0.0001,20,1,0.2,0.4494804284798855
363,0.0001,20,1,0.3,0.47078183840016924
364,0.0001,20,2,0.0,0.5032198793215168
365,0.0001,20,2,0.1,0.5176012653043864
366,0.0001,20,2,0.2,0.458891473499664
367,0.0001,20,2,0.3,0.7808812070893814
368,0.0001,20,3,0.0,0.48334660003608587
369,0.0001,20,3,0.1,0.6581981483290632
370,0.0001,20,3,0.2,0.5113128656163994
371,0.0001,20,3,0.3,1.122991077073788
372,0.0001,20,4,0.0,0.5025016484609429
373,0.0001,20,4,0.1,0.7339832947369557
374,0.0001,20,4,0.2,0.9539464948648819
375,0.0001,20,4,0.3,1.386162989640193
376,0.0001,20,5,0.0,0.526611610254025
377,0.0001,20,5,0.1,0.9329965146740599
378,0.0001,20,5,0.2,1.688305197603319
379,0.0001,20,5,0.3,1.7142026085410371
380,0.0001,40,1,0.0,0.4345841935041546
381,0.0001,40,1,0.1,0.47705241580092184
382,0.0001,40,1,0.2,0.4452699529860457
383,0.0001,40,1,0.3,0.4791898819522955
384,0.0001,40,2,0.0,0.442218287565325
385,0.0001,40,2,0.1,0.4125344497073974
386,0.0001,40,2,0.2,0.5028545765569805
387,0.0001,40,2,0.3,0.5225686603988493
388,0.0001,40,3,0.0,0.44227011230123886
389,0.0001,40,3,0.1,0.5108163882221067
390,0.0001,40,3,0.2,0.5548999715770566
391,0.0001,40,3,0.3,0.8223780153269182
392,0.0001,40,4,0.0,0.4715586077955365
393,0.0001,40,4,0.1,0.5290648151363219
394,0.0001,40,4,0.2,0.827546075220935
395,0.0001,40,4,0.3,0.9325296992349199
396,0.0001,40,5,0.0,0.47338581258701423
397,0.0001,40,5,0.1,0.544679418056309
398,0.0001,40,5,0.2,1.070879193147208
399,0.0001,40,5,0.3,1.5906055690458414
400,0.0001,60,1,0.0,0.4801097137554811
401,0.0001,60,1,0.1,0.41713454845901043
402,0.0001,60,1,0.2,0.4416714614628287
403,0.0001,60,1,0.3,0.4663770825653174
404,0.0001,60,2,0.0,0.4434962615877815
405,0.0001,60,2,0.1,0.39658143439629245
406,0.0001,60,2,0.2,0.46191163619396625
407,0.0001,60,2,0.3,0.5333493138660277
408,0.0001,60,3,0.0,0.45560848253995173
409,0.0001,60,3,0.1,0.43705360468110865
410,0.0001,60,3,0.2,0.5357940998179145
411,0.0001,60,3,0.3,0.6490266382155673
412,0.0001,60,4,0.0,0.46208571847843266
413,0.0001,60,4,0.1,0.5369192990295801
414,0.0001,60,4,0.2,0.6778962674515161
415,0.0001,60,4,0.3,1.0471558244942156
416,0.0001,60,5,0.0,0.47432017954345257
417,0.0001,60,5,0.1,0.5617604386158924
418,0.0001,60,5,0.2,1.2074802298102632
419,0.0001,60,5,0.3,1.0767864562218104
420,0.0001,80,1,0.0,0.4791041342864292
421,0.0001,80,1,0.1,0.5054238896855043
422,0.0001,80,1,0.2,0.4136981090649294
423,0.0001,80,1,0.3,0.5060074045064012
424,0.0001,80,2,0.0,0.46889002098828547
425,0.0001,80,2,0.1,0.41392493652835183
426,0.0001,80,2,0.2,0.45107185816283724
427,0.0001,80,2,0.3,0.4646745864835563
428,0.0001,80,3,0.0,0.4564393709556971
429,0.0001,80,3,0.1,0.4053063184841798
430,0.0001,80,3,0.2,0.5191152047994733
431,0.0001,80,3,0.3,0.4253499525907635
432,0.0001,80,4,0.0,0.4635116885559473
433,0.0001,80,4,0.1,0.503067749371486
434,0.0001,80,4,0.2,0.6151620147125634
435,0.0001,80,4,0.3,0.7416811790486317
436,0.0001,80,5,0.0,0.47786479453968145
437,0.0001,80,5,0.1,0.610204099503202
438,0.0001,80,5,0.2,0.7069617646782312
439,0.0001,80,5,0.3,0.9842127794313005
440,0.0001,100,1,0.0,0.46694834761955906
441,0.0001,100,1,0.1,0.4461053446272015
442,0.0001,100,1,0.2,0.417347772412446
443,0.0001,100,1,0.3,0.4307809236301268
444,0.0001,100,2,0.0,0.4534406766039559
445,0.0001,100,2,0.1,0.4285400166804023
446,0.0001,100,2,0.2,0.4752236026456951
447,0.0001,100,2,0.3,0.4530778905425327
448,0.0001,100,3,0.0,0.4429400906473823
449,0.0001,100,3,0.1,0.4202212192718897
450,0.0001,100,3,0.2,0.6228025197444216
451,0.0001,100,3,0.3,0.8189146918316822
452,0.0001,100,4,0.0,0.5202433378948058
453,0.0001,100,4,0.1,0.49243530462318547
454,0.0001,100,4,0.2,0.6899156394379052
455,0.0001,100,4,0.3,1.127737960929147
456,0.0001,100,5,0.0,0.466597921043762
457,0.0001,100,5,0.1,0.5216345077766265
458,0.0001,100,5,0.2,0.890218165031799
459,0.0001,100,5,0.3,0.8637602132817249
460,0.0001,120,1,0.0,0.4499849134764926
461,0.0001,120,1,0.1,0.4402408405242221
462,0.0001,120,1,0.2,0.4277458526822072
463,0.0001,120,1,0.3,0.43903950382432766
464,0.0001,120,2,0.0,0.4491987104544894
465,0.0001,120,2,0.1,0.5327693657924204
466,0.0001,120,2,0.2,0.4486439514819457
467,0.0001,120,2,0.3,0.46600088085802227
468,0.0001,120,3,0.0,0.45563165073594875
469,0.0001,120,3,0.1,0.42764055126516193
470,0.0001,120,3,0.2,0.500437367046074
471,0.0001,120,3,0.3,0.7459015644623795
472,0.0001,120,4,0.0,0.4237868202147738
473,0.0001,120,4,0.1,0.5312047479050074
474,0.0001,120,4,0.2,0.7475629880666305
475,0.0001,120,4,0.3,0.9007208557842702
476,0.0001,120,5,0.0,0.49270045273844676
477,0.0001,120,5,0.1,0.4583299703740647
478,0.0001,120,5,0.2,0.7123014528171929
479,0.0001,120,5,0.3,1.3081642510107157
